title,dt_from,dt_to,location,url,desc,snapshot_dt
ASIA-SINGAPORE INFRASTRUCTURE ROUNDTABLE - BUILDING SMART AND SUSTAINABLE INFRASTRUCTURE FOR ASIA,2017-09-26 00:00:00.000000,2017-09-26 00:00:00.000000,"Brunei Darussalam, China, India, Indonesia, Philippines, Singapore, Thailand",https://gems.gevme.com/asia-singapore-infrastructure-roundtable-building-smart-and-sustainable-infrastructure-for-asia,"The Asia-Singapore Infrastructure Roundtable is the premier platform for dialogue between government leaders, policy makers, investors and infrastructure companies on Asian infrastructure projects.
 
 This is the seventh run and since its inauguration, it has attracted more than 1100 industry practitioners, with over US $6 billion worth of project...",2019-03-24 12:15:06.915008
TANK STORAGE ASIA 2017,2017-09-27 00:00:00.000000,2017-09-28 00:00:00.000000,Singapore,https://gems.gevme.com/tank-storage-asia-2017,"Tank Storage Asia 2017 brings the Asian bulk liquid storage industry together, providing the perfect place to meet your business needs. The two day exhibition will showcase leading manufacturers & suppliers of the latest innovations and technology, as well as offer unique networking opportunities. Industry experts will share their knowledge in the...",2019-03-24 12:15:06.915008
LATIN ASIA BUSINESS FORUM 2017,2017-09-29 00:00:00.000000,2017-09-29 00:00:00.000000,"Brazil, Colombia, Mexico, Peru, Singapore",https://gems.gevme.com/labf2017,"International Enterprise (IE) Singapore's Latin Asia Business Forum (LABF) is the premier platform for government and business leaders from Asia and Latin America & the Caribbean to foster closer business ties and partnerships.This edition will see a participation of approximately 300-350 delegates comprising foreign Ministers, Ambassadors, state ...",2019-03-24 12:15:06.915008
INTERNATIONAL FACILITY MANAGEMENT EXPO 2017,2017-10-04 00:00:00.000000,2017-10-06 00:00:00.000000,Singapore,https://gems.gevme.com/international-facility-management-expo-2017,"The discipline of Facility Management ensures the functionality of the built environment through the integration of people, place, processes and technology. It encompasses a wide variety of products and services including air-conditioning, sanitary wares as well as landscaping. iFaME 2017 will thus bring together the expertise and talent that make...",2019-03-24 12:15:06.915008
SAFETY & SECURITY ASIA 2017,2017-10-04 00:00:00.000000,2017-10-06 00:00:00.000000,Singapore,https://gems.gevme.com/safety-security-asia-2017,"SSA 2017 will present an array of issues and challenges faced by the government and the civilians to increase awareness on the importance of maintaining security in numerous forms. Congruently, a series of solutions and strategic plans are also exhibited to encourage and enlighten the people on ways they can adapt to combat this heightening threat...",2019-03-24 12:15:06.915008
CLOUD EXPO ASIA / DATA CENTRE WORLD / CLOUD SECURITY EXPO / SMART IOT 2017,2017-10-11 00:00:00.000000,2017-10-12 00:00:00.000000,Singapore,https://gems.gevme.com/cloud-expo-asia-data-centre-world-cloud-security-expo-smart-iot-2017,"Cloud Expo Asia and Data Centre World Asia is Singapore and ASEAN’s biggest and most prestigious conference and exhibition, which attracts senior IT buyers from around the region. The 2016 event saw another record breaking attendance with 13,000 (BPA audited tbc) delegates from fortune 500 companies, to the region’s leading Enterprise organisation...",2019-03-24 12:15:06.915008
FRANCHISING & LICENSING ASIA 2017 (FLASIA 2017),2017-10-12 00:00:00.000000,2017-10-14 00:00:00.000000,Singapore,https://gems.gevme.com/franchising-licensing-asia-2017-flasia-2017,"Franchising & Licensing Asia (FLAsia) is Asia’s largest and most international event of its kind, an excellent platform that brand owners choose to showcase innovative and unique business concepts. It has proved to be the key international trade event for business leaders in the franchising and licensing fraternity.This event is supported under In...",2019-03-24 12:15:06.915008
BUILDTECH ASIA 2017,2017-10-24 00:00:00.000000,2017-10-26 00:00:00.000000,Singapore,https://gems.gevme.com/buildtech-asia-2017,"BuildTech Asia (BTA) focuses on the latest technologies and innovation addressing the challenges of building and construction across different industries. This leading trade event provides a platform for business and trade professionals to showcase, share, learn and succeed in the regional built sector. Held during the Singapore Construction Produ...",2019-03-24 12:15:06.915008
MANUFACTURING SOLUTIONS EXPO 2017 (MSE 2017),2017-10-25 00:00:00.000000,2017-10-27 00:00:00.000000,Singapore,https://gems.gevme.com/manufacturing-solutions-expo-2017-mse-2017,"MSE2016 is the only exhibition in Singapore that aims to showcase the industry’s best ideas, innovative technologies and cost effective manufacturing solutions to meet the growing needs of manufacturing companies. While Singapore Pavilions have been organised in last edition, the Singapore exhibitors have given good feedback that this Show is an i...",2019-03-24 12:15:06.915008
SINGAPORE JEWELLERY & GEM FAIR 2017,2017-10-27 00:00:00.000000,2017-10-30 00:00:00.000000,Singapore,https://gems.gevme.com/singapore-jewellery-gem-fair-2017,"BEING THE LARGEST FINE JEWELLERY EVENT IN SINGAPORE AND THE REGION, THE FAIR SPARKLES WITH INTERNATIONALLY ACCLAIMED JEWELLERS. DISPLAYING A STUNNING ARRAY OF THE MOST EXQUISITE JEWELLERY AND FINELY CRAFTED DESIGNS. This event is supported under International Marketing Activities Programme (iMAP). For more details of the event, please contact the ...",2019-03-24 12:15:06.915008
EDTECHXASIA 2017,2017-10-31 00:00:00.000000,2017-11-01 00:00:00.000000,Singapore,https://gems.gevme.com/edtechxasia-2017,"Creating thought leadership platforms that drive the conversations and solutions that are transforming the Education and Lifelong Learning needs of Asia in the 21st Century. Connecting the worldwide community of movers and shakers who are at the forefront of education technology and innovation, visionary thinking and collaborative enabling of solu...",2019-03-24 12:15:06.915008
MRO ASIA PACIFIC 2017,2017-10-31 00:00:00.000000,2017-11-02 00:00:00.000000,Singapore,https://gems.gevme.com/mro-asia-pacific-2017,"It is the premier event in this region that brings together the aviation MRO industry, regionally and globally, to discuss the latest issues and concerns of operators and their service providers and suppliers. The exhibition hall creates an open platform for all delegates to build contacts, exchange experiences, view an extensive showcase of effec...",2019-03-24 12:15:06.915008
SINGAPORE INTERNATIONAL ROBO EXPO 2017 (SIRE 2017),2017-11-02 00:00:00.000000,2017-11-03 00:00:00.000000,Singapore,https://gems.gevme.com/singapore-international-robo-expo-2017-sire-2017,"Robotics - Out of the factory, onto everyday businesses and everyday lives.This event is supported under International Marketing Activities Programme (iMAP). For more details of the event, please contact the organiser",2019-03-24 12:15:06.915008
DISTREE APAC 2017,2017-11-08 00:00:00.000000,2017-11-10 00:00:00.000000,Singapore,https://gems.gevme.com/distree-apac-2017,"DISTREE Asia Pacific (APAC) assembles the leading regional and in-country technology distributors, tier one retailers and the region’s most influential e-tailers from more than 20 countries to meet with technology vendors in a unique, business friendly environment.This event is supported under International Marketing Activities Programme (iMAP). F...",2019-03-24 12:15:06.915008
GREENURBANSCAPE ASIA 2017,2017-11-09 00:00:00.000000,2017-11-11 00:00:00.000000,Singapore,https://gems.gevme.com/greenurbanscape-asia-2017-8919,"GreenUrbanScape Asia, an international exhibition and conference on landscape, greenery design, construction and technology, returns for the third edition in 2017. GreenUrbanScape Asia serves as a platform for policy makers, facility owners & managers, landscape architects, architects and service providers to exchange knowledge on latest greenery ...",2019-03-24 12:15:06.915008
GLASSTECH ASIA 2017,2017-11-22 00:00:00.000000,2017-11-24 00:00:00.000000,Singapore,https://gems.gevme.com/glasstech-asia-2017,"Being reputed as the 'Glass Hub of Southeast Asia', this unparalleled glass exhibition provides regional industry players a deeper insight to the glass manufacturing, processing, products and materials sectors. It is therefore an excellent platform for industry players across the globe to step foot and tap into the growing market of South-east Asi...",2019-03-24 12:15:06.915008
INSIDE 3D PRINTING SINGAPORE 2018,2018-02-06 00:00:00.000000,2018-02-07 00:00:00.000000,Singapore,https://gems.gevme.com/inside-3d-printing-singapore-2018,"B2B tradeshow & conference for the 3D printing industry. INSIDE 3D PRINTING SINGAPORE will enable visitors to partake in tutorials, conference sessions, network & explore business opportunities, policy considerations & the latest 3D printers & servicesThis event is supported under International Marketing Activities Programme (iMAP). For more detai...",2019-03-24 12:15:06.915008
SINGAPORE INTERNATIONAL AIR SHOW 2018,2018-02-06 00:00:00.000000,2018-02-11 00:00:00.000000,Singapore,https://gems.gevme.com/singapore-international-air-show-2018,"The new Start-Up and Innovation Showcase debuting at Singapore Airshow 2018 will bring together the very best in ground-breaking aerospace and defence technologies. Designed to be a launch pad for start-ups to showcase their latest technological advances, this is a unique opportunity for fledgling companies to introduce their pioneering innovation...",2019-03-24 12:15:06.915008
GHANA SINGAPORE BUSINESS SEMINAR,2018-02-12 00:00:00.000000,2018-02-12 00:00:00.000000,Singapore,https://gems.gevme.com/ghana-singapore-business-seminar-79070574,"Join us in this business seminar to network and learn more about the business opportunities that Ghana holds for Singapore companies. The visiting Ghanaian business delegation comprises of senior management from leading Ghanaian firms across the finance, construction, oil & gas, food & agriculture sectors.",2019-03-24 12:15:06.915008
BEAUTYASIA 2018,2018-02-26 00:00:00.000000,2018-02-28 00:00:00.000000,Singapore,https://gems.gevme.com/beautyasia-2017,"BeautyAsia, Asia’s premium beauty trade exhibition continues to welcome industry professionals from all over the world to showcase the latest beauty products and trends. With an accretion of 21 years, the most established beauty extravaganza remains a one-stop, regional hub for leading technologies in the beauty and wellness industry. Incorporatin...",2019-03-24 12:15:06.915008
LAST MILE FULFILMENT ASIA 2018,2018-03-01 00:00:00.000000,2018-03-02 00:00:00.000000,Singapore,https://gems.gevme.com/last-mile-fulfilment-asia-2018,"This is the 3rd edition of LMFAsia. This show will be an excellent opportunity for fulfilment centres, logistics companies, postal agencies and parcel courier companies to meet e-commerce companies and retailers and tap on business opportunities. We believe IMAP support will be able to assist more Singapore companies within the fulfilment ecosyste...",2019-03-24 12:15:06.915008
INTERNATIONAL FURNITURE FAIR SINGAPORE - MAR 2018,2018-03-08 00:00:00.000000,2018-03-11 00:00:00.000000,Singapore,https://gems.gevme.com/international-furniture-fair-singapore-3441,"The IFFS/AFS/Nook features a comprehensive range of furniture, furnishing, decorative accessories, interiors and fittings by a diverse portfolio of quality exhibitors, and attracts a healthy and well-represented attendance of trade buyers and visitors.This event is supported under International Marketing Activities Programme (iMAP). For more detai...",2019-03-24 12:15:06.915008
ASIA PACIFIC MARITIME (APM) 2018,2018-03-14 00:00:00.000000,2018-03-16 00:00:00.000000,Singapore,https://gems.gevme.com/asia-pacific-maritime-apm-2018-4935,"APM is a one-stop market for the region’s maritime community, showcasing the latest in marine, workboat & offshore engineering and port technology. It offers a holistic business experience by combining exhibition, conferences and seminars. In 2016, some 1,521 exhibiting companies from over 60 countries occupied 21,000 sqm of exhibition space. The ...",2019-03-24 12:15:06.915008
"EMERGING OPPORTUNITIES IN ZHEJIANG FREE TRADE ZONE IN ZHOUSHAN, CHINA",2018-03-20 00:00:00.000000,2018-03-20 00:00:00.000000,Singapore,https://gems.gevme.com/emerging-opportunities-in-zhejiang-free-trade-zone-in-zhoushan-china-90955750,"Emerging Opportunities in Zhejiang Free Trade Zone in Zhoushan, ChinaA seminar co-organised with Investment Promotion Bureau of ZhoushanZhejiang is one of the most affluent provinces in China, owing to its location on China’s eastern seaboard, a long history of trade and commerce as well as a robust culture of entrepreneurship. Officially launched...",2019-03-24 12:15:06.915008
IOT ASIA 2018,2018-03-21 00:00:00.000000,2018-03-22 00:00:00.000000,Singapore,https://gems.gevme.com/iot-asia-2018,"IoT Asia 2018: Visit: http://www.internetofthingsasia.com/ - The Internet of Things is opening up a world of opportunities for everyone from connected cars to connected healthcare to smart cities and even home automation. The World Economic Forum estimates that by 2020, about 50 billion things will be connected. In short, the Internet of Things ad...",2019-03-24 12:15:06.915008
MAKE TURKEY YOUR NEXT BUSINESS DESTINATION! - OPPORTUNITIES UNDER THE TURKEY-SINGAPORE FREE TRADE AGREEMENT (TRSFTA),2018-03-21 00:00:00.000000,2018-03-21 00:00:00.000000,"Singapore, Turkey",https://gems.gevme.com/make-turkey-your-next-business-destination-opportunities-under-the-turkey-singapore-free-trade-agreement-trsfta-96107515,"Make Turkey Your Next Business Destination! Opportunities under the Turkey-Singapore Free Trade Agreement (TRSFTA) The Turkey – Singapore Free Trade Agreement (TRSFTA), which came into force on 1 October 2017, marked another milestone in Turkey and Singapore economic relations.The TRSFTA covers a wide range of areas including intellectual property...",2019-03-24 12:15:06.915008
CAFE ASIA 2018,2018-03-22 00:00:00.000000,2018-03-24 00:00:00.000000,Singapore,https://gems.gevme.com/cafe-asia-2018,"The expo offers the ideal one-stop convenient hub for professionals to source for supplies and explore business opportunities with both regional and international counterparts. They are the most dedicated events on the region’s café, coffee and tea industries in Singapore. As one of the trade exhibitions in Southeast Asia catering to the café, cof...",2019-03-24 12:15:06.915008
CYBERTECH ASIA 2018,2018-03-27 00:00:00.000000,2018-03-28 00:00:00.000000,Singapore,https://gems.gevme.com/cybertech-asia-2018,"Cybertech provides attendees with a unique and special opportunity to get acquainted with the latest innovations and solutions featured by the international cyber community. The conference's main focuses are on networking, strengthening alliances and forming new connections. Cybertech also provides an incredible platform for Business to Business i...",2019-03-24 12:15:06.915008
PHAR-EAST 2018,2018-04-05 00:00:00.000000,2018-04-07 00:00:00.000000,Singapore,https://gems.gevme.com/phar-east-2018-15617200,"Immunotherapy, vaccines, precision medicine, cell & gene therapy, biodata, orphan drugs, partnering, commercialisation & market access, antibodies, biosimilars and biotech innovation.This event is supported under International Marketing Activities Programme (iMAP). For more details of the event, please contact the organiser",2019-03-24 12:15:06.915008
IDEM SINGAPORE 2018,2018-04-13 00:00:00.000000,2018-04-15 00:00:00.000000,Singapore,https://gems.gevme.com/idem-singapore-2018,"Since its debut in 2000, IDEM has consistently strengthened its position the most authoritative business-to-business marketplace, education and networking platform in the Asia Pacific for the dental professional. This event is supported under International Marketing Activities Programme (iMAP). For more details of the event, please contact the org...",2019-03-24 12:15:06.915008
SPECIALITYCOFFEE&TEA 2018,2018-04-24 00:00:00.000000,2018-04-27 00:00:00.000000,Singapore,https://gems.gevme.com/specialitycoffee-tea-2018,"SpecialityCoffee&Tea, the 3rd International event for Speciality Coffee & Teak is one of the six specialised events of Food&HotelAsia 2018. SpeccailityCoffee&Tea 2018 will integrate all aspects of coffee and tea in a single platform and features a comprehensive range of products, equipment and services from producers and suppliers across the globe...",2019-03-24 12:15:06.915008
PROWINE ASIA 2018,2018-04-24 00:00:00.000000,2018-04-27 00:00:00.000000,Singapore,https://gems.gevme.com/prowine-asia-2018,"Put together by Messe Dusseldorf Asia & Singapore Exhibition Services, the biennially-held ProWine Asia will run alongside the Food&HotelAsia (FHA) - Asia's leading and most comprehensive international food and hospitality trade event. The event will bring together the best practices, credibility and recognition from Wines & Spirits Asia - Asia's ...",2019-03-24 12:15:06.915008
CHILDREN BABY MATERNITY EXPO SEA 2018 (CBME SEA 2018),2018-04-25 00:00:00.000000,2018-04-27 00:00:00.000000,Singapore,https://gems.gevme.com/children-baby-maternity-expo-sea-2018-cbme-sea-2018,"""CBME South East Asia, the only business-to-business Children Baby and Maternity Products Exhibition in South East Asia, offers an excellent communication platform and a vast window of business opportunities for the children, baby and maternity related industry professionals. The third edition of CBME South East Asia will be held from 25-27 April ...",2019-03-24 12:15:06.915008
SEAMLESS ASIA 2018,2018-05-03 00:00:00.000000,2018-05-04 00:00:00.000000,Singapore,https://gems.gevme.com/seamless-asia-2018-84154694,"SEAMLESS Asia is the leading conference and exhibition for the entire Asian payments ecosystem. Spanning 10,000sqm of exhibition space, making the event the largest payments show in Asia. This is an ideal place for solution and technology providers to showcase and demonstrate the very latest in payment solutions.This event is supported under Inter...",2019-03-24 12:15:06.915008
MATCH DEAL-MAKING,2018-05-07 00:00:00.000000,2018-07-31 00:00:00.000000,Singapore,https://gems.gevme.com/matchdealmaking2018,"MATCH, powered by Ernst & Young and industry consortium including Enterprise Singapore, Singapore Venture Capital & Private Equity Association and Singapore Business Federation, brings together the investment and ASEAN enterprise communities, showcase the best of next-gen ASEAN start-ups and growth enterprises across all sectors, and match them wi...",2019-03-24 12:15:06.915008
RADIOLOGYASIA 2018,2018-05-11 00:00:00.000000,2018-05-13 00:00:00.000000,Singapore,https://gems.gevme.com/radiologyasia-2018-45875623,"With the growth in demand in ASEAN and Asia for medical imaging equipment and the growing demand for higher quality healthcare, RadiologyAsia 2015 is well placed to be the major radiology event for Asia in the years to come. This fills the gap in ASEAN and Asia for a recurring event where radiology professionals and the medical imaging industry ca...",2019-03-24 12:15:06.915008
SUSTAINABLE SOLUTIONS EXPO,2018-06-05 00:00:00.000000,2018-06-06 00:00:00.000000,Singapore,https://gems.gevme.com/sustainable-solutions-expo-22985636,The SSE aims to facilitate business opportunities as identified by the SDGs and also how the solutions can help create a low carbon future. The event focuses on bringing together regional SMEs on solutions they have that big businesses can adopt and opportunities that investors can fund. The SSE also creates a conducive and collaborative environme...,2019-03-24 12:15:06.915008
JOINT INNOVATION CALL FOR SMART CAMP SOLUTIONS (GOV-PACT),2018-06-06 00:00:00.000000,2018-07-06 00:00:00.000000,Singapore,https://gems.gevme.com/dsta-esg-joint-innovation-call-for-smart-camp-solutions-gov-pact-90055960,Enterprise Singapore and DSTA are launching an innovation call under Gov-PACT to seek and test-bed suitable technologies to improve the efficiency of SAF operations in store management and equipment maintenance workshop. The call also aims to support local Small and Medium Enterprises (SMEs) and startups in developing competitive technologies.,2019-03-24 12:15:06.915008
CHILLAX ASIA 2018,2018-06-14 00:00:00.000000,2018-06-17 00:00:00.000000,Singapore,https://gems.gevme.com/chillax-asia-2018-66992208,"Chillax Asia 2018 will focus on driving entrepreneurship by offering three available schemes that cater to all visitors – Young Entrepreneur & Startup Scheme, SME Expansion Scheme and Global Partnership Scheme. The (YES) is catered for new entrepreneurs who are keen to gain direct access to the market leader for insight, networking and franchise o...",2019-03-24 12:15:06.915008
IFLA WORLD CONGRESS 2018,2018-06-18 00:00:00.000000,2018-06-20 00:00:00.000000,Singapore,https://gems.gevme.com/ifla-world-congress-2018,"IFLA World Congress 2018 will be the largest and most significant landscape industry event in Singapore. It presents an enriching conference experience with the largest and most inclusive exhibition in Asia-Pacific. This IFLA congress is supported by five IFLA regions, namely Americas, Europe, Africa, Middle East and Asia-Pacific regions. Widely c...",2019-03-24 12:15:06.915008
NXTASIA 2018,2018-06-26 00:00:00.000000,2018-06-28 00:00:00.000000,Singapore,https://gems.gevme.com/nxtasia-2018-87825167,"NXTAsia is Asia’s platform for the global industry to showcase specialised technologies built to help enterprises from across industry verticals in their digital transformation journey. The event will spotlight emerging technologies and enterprise solutions, and their roles in connecting cities, businesses, citizens and machines, such as AR/VR, Bi...",2019-03-24 12:15:06.915008
COMMUNICASIA 2018,2018-06-26 00:00:00.000000,2018-06-28 00:00:00.000000,Singapore,https://gems.gevme.com/communicasia-2018,"CommunicAsia - Asia’s most influential and relevant event for technological innovations relating to smart cities solutions, IOT, wearables, 5G, CDN, OTT, M2M, satellite services, multi-screen and many more. With the digital world advancing at breakneck speed, mobility and connectivity is Key in enabling applications which affect we live, work and ...",2019-03-24 12:15:06.915008
NXT@COMMUNICASIA 2018,2018-06-26 00:00:00.000000,2018-06-28 00:00:00.000000,Singapore,https://gems.gevme.com/nxt-communicasia-2018,"NXT@CommunicAsia aims to showcase the latest technology and solutions designed to enhance connectivity and efficiency at different levels – city operations, business workflow and personal lives. Be part of NXT@CommunicAsia that addresses the ENTIRE ICT ecosystem from 3D Printing, 4G/LTE, Connected Home Devices, Content Delivery Network (CDN), Cont...",2019-03-24 12:15:06.915008
BROADCAST ASIA 2018,2018-06-26 00:00:00.000000,2018-06-28 00:00:00.000000,Singapore,https://gems.gevme.com/broadcast-asia-2018,"As Asia's premier broadcast and media technology show in the region, Broadcast Asia 2018 is set to bring together the global and regional top-notch industry players and the key decision makers from all around the globe. This event is supported under International Marketing Activities Programme (iMAP). For more details of the event, please contact ...",2019-03-24 12:15:06.915008
ENVIRONMENT @ CITY SOLUTIONS SINGAPORE EXPO 2018 (CSS) (WASTE MANAGEMENT),2018-07-08 00:00:00.000000,2018-07-12 00:00:00.000000,Singapore,https://gems.gevme.com/waste-management-city-solutions-singapore-css-2018-40076380,Environment @ City Solutions Singapore (CSS) Expo 2016 is the Expo at the CleanEnviro Summit Singapore (CESS). It is a one-stop platform created for solution providers to showcase their solutions and services to potential buyers from the Environmental Management and Clean Technology sectors.This event is supported under International Marketing Act...,2019-03-24 12:15:06.915008
CLEAN @ CITY SOLUTIONS SINGAPORE (CSS),2018-07-08 00:00:00.000000,2018-07-12 00:00:00.000000,Singapore,https://gems.gevme.com/clean-city-solutions-singapore-css-46315359,"CleanEnviro Summit Singapore is the global platform for government leaders, policy makers, regulators and industry captains to connect, examine and discover practical solutions to address environmental challenges for tomorrow’s cities. CleanEnviro Summit Singapore 2016 will facilitate the sharing of insights on the latest environmental market tren...",2019-03-24 12:15:06.915008
SINGAPORE INTERNATIONAL WATER WEEK 2018,2018-07-09 00:00:00.000000,2018-07-11 00:00:00.000000,Singapore,https://gems.gevme.com/singapore-international-water-week-2018,"SIWW is the global platform to share and co-create innovative water solutions. The biennial event gathers stakeholders from the global water industry to share best practices, showcase the latest technologies and tap business opportunities. SIWW is part of the strategic programme of the Singapore Government to grow the water industry and develop wa...",2019-03-24 12:15:06.915008
CITIES @ CITY SOLUTIONS SINGAPORE 2018,2018-07-09 00:00:00.000000,2018-07-11 00:00:00.000000,Singapore,https://gems.gevme.com/cities-city-solutions-singapore-2018-82065659,"The biennial World Cities Summit is an exclusive platform for government leaders and industry experts to address liveable and sustainable city challenges, share integrated urban solutions and forge new partnerships. Jointly organised by Singapore’s Centre for Liveable Cities and Urban Redevelopment Authority, key highlights of the Summit include t...",2019-03-24 12:15:06.915008
INNOVATION CORRIDOR @ WORLD CITIES SUMMIT 2018 - AMARAVATI PITCH COMPETITION,2018-07-09 00:00:00.000000,2018-07-09 00:00:00.000000,Singapore,https://gems.gevme.com/innovation-corridor-world-cities-summit-2018-amaravati-pitch-competition-73034750,"The Government of Andhra Pradesh (AP) and Amaravati Partnership Office has established an innovation corridor to discover and pilot innovative urban solutions in Amaravati, AP. The initiative, through pitch competitions and suitable platforms, provides access for companies to present solutions to challenges faced in building Amaravati, AP’s greenf...",2019-03-24 12:15:06.915008
2018 ASIA PACIFIC CLIMATE WEEK (APCW) ,2018-07-11 00:00:00.000000,2018-07-13 00:00:00.000000,Singapore,https://gems.gevme.com/2018-asia-pacific-climate-week-apcw-38216927,"Asia-Pacific Climate Week 2018 is an umbrella for a series of climate-related events focused on NDC implementation - challenges and opportunities, the United Nations Sustainable Development Goals, and Global Climate Action.",2019-03-24 12:15:06.915008
SPECIALITY & FINE FOOD ASIA 2018,2018-07-17 00:00:00.000000,2018-07-19 00:00:00.000000,Singapore,https://gems.gevme.com/speciality-fine-food-asia-2018-75229096,"Speciality & Fine Food Asia provides the best dedicated platform for gourmet food producers and purveyors to meet with key buyers and decision makers from the retail, wholesale, foodservice and hospitality sectors in Southeast Asia. For suppliers, it provides a targetted avenue to reach the right trade buyers in a focused business environment. For...",2019-03-24 12:15:06.915008
PRINTPACK+SIGN 2018,2018-07-18 00:00:00.000000,2018-07-20 00:00:00.000000,Singapore,https://gems.gevme.com/printpacksign-2018-86212182,"PrintPack+Sign is the only event in Singapore that brings together all businesses to find solutions for their printing, packaging and signage needs. Bringing together the best in the printing, packaging and signage industries, PrintPack+Sign is a must attend for anyone from the region involved in the sector. Complimentary informative on floor semi...",2019-03-24 12:15:06.915008
OFFICE EXPO ASIA 2018,2018-07-18 00:00:00.000000,2018-07-20 00:00:00.000000,Singapore,https://gems.gevme.com/office-expo-asia-2018-57742184,"Positioned as the 360-degree event for all office elements, Office Expo Asia (OEA) welcomes the biggest and best names from countries and regions such as China, Hong Kong, India and South Korea, thought-leaders and important players in the world of Office Stationery & Essentials, workplace solutions & development, workspace design & products, Offi...",2019-03-24 12:15:06.915008
SINGAPORE GIFTS & PREMIUMS FAIR 2018,2018-07-18 00:00:00.000000,2018-07-20 00:00:00.000000,Singapore,https://gems.gevme.com/singapore-gifts-premiums-fair-2018,"Singapore International Trade Exhibition for Promotional, Corporate, Incentive and Retail Gifts. The Premier Platform for Gifts Sourcing.This event is supported under International Marketing Activities Programme (iMAP). For more details of the event, please contact the organiser",2019-03-24 12:15:06.915008
QUALITY & STANDARDS CONFERENCE 2018 ,2018-07-26 00:00:00.000000,2018-07-26 00:00:00.000000,Singapore,https://gems.gevme.com/qs-conference-2018,"The Quality & Standards Conference is a biennial event that seeks to share the developments in quality & standards, and the impact on Singapore's products and services.",2019-03-24 12:15:06.915008
HARD KNOCKS & REAL TALK IN THE F&B INDUSTRY - 31 JULY 2018,2018-07-31 00:00:00.000000,2018-07-31 00:00:00.000000,Singapore,https://gems.gevme.com/hard-knocks-real-talk-1,"Find out more about the realities of starting a F&B business and how you can 'Start Right' through engaging discussions with founders of Lola's Café (The Better Craft), June Tan and Udders Ice Cream, Wong Peck Lin.",2019-03-24 12:15:06.915008
SINGAPORE GIFTS SHOW 2018,2018-08-28 00:00:00.000000,2018-08-29 00:00:00.000000,Singapore,https://gems.gevme.com/singapore-gifts-show-2018,"How big is the gifts industry? How do we define the gifts industry? The gifts industry encompasses all kind of souvenirs, mementos, corporate gifts, premium gifts and general gifts. A parent buys a condominium for his children as a gift, or a car as a birthday gift – isn’t this part of the gift industry? It depends on how you package the event –li...",2019-03-24 12:15:06.915008
AFRICA SINGAPORE BUSINESS FORUM (ASBF) 2018,2018-08-28 00:00:00.000000,2018-08-29 00:00:00.000000,Singapore,https://gems.gevme.com/africa-singapore-business-forum-asbf-2018,"The Africa Singapore Business Forum (ASBF) 2018 will address critical issues and identify opportunities for the strategic growth of Africa and Singapore through presentations, panel discussions, and numerous networking opportunities.",2019-03-24 12:15:06.915008
OS+H ASIA 2018,2018-08-29 00:00:00.000000,2018-08-31 00:00:00.000000,Singapore,https://gems.gevme.com/os-h-asia-2018,"Asia’s leading and most dynamic workplace safety and health exhibition OS+H Asia 2018 is the 11th edition of The Occupational Safety + Health Exhibition for Asia. Held in Singapore since its inception in 1998, it is driven by A+A, the world’s leading trade fair for all aspects of Safety, Security and Health at Work, organized by Messe Düsseldorf i...",2019-03-24 12:15:06.915008
MFA 2018,2018-08-29 00:00:00.000000,2018-08-31 00:00:00.000000,Singapore,https://gems.gevme.com/mfa-2018,"12th International Exhibition on Hospital, Diagnostic, Pharmaceutical, Medical & Rehabilitation Equipment & Supplies. Medical Fair Asia continues to be Southeast Asia's most definitive event for the medical and healthcare industry, gathering the region's hospital, diagnostic, pharmaceutical, medical and rehabilitation sectors in one convenient loc...",2019-03-24 12:15:06.915008
MEDICAL MANUFACTURING ASIA 2018,2018-08-29 00:00:00.000000,2018-08-31 00:00:00.000000,Singapore,https://gems.gevme.com/mma-2018,"Exhibition on contract manufacturing ans supply chain relating to medical devicesThis event is supported under International Marketing Activities Programme (iMAP). For more details of the event, please contact the organiser",2019-03-24 12:15:06.915008
"SINGAPORE STANDARDS SEMINAR, SS 555:2018 - CODE OF PRACTICE FOR PROTECTION AGAINST LIGHTNING",2018-08-29 00:00:00.000000,2018-08-29 00:00:00.000000,Singapore,https://gems.gevme.com/SS555-2018,"Introduction seminar to Singapore Standard—SS 555, a revision of SS 555:2010, on the Code of Practice for Protection against Lightning. This standard defines the principles in protecting structures against damage from lightning.",2019-03-24 12:15:06.915008
BUILD ECO XPO (BEX) ASIA 2018,2018-09-05 00:00:00.000000,2018-09-07 00:00:00.000000,Singapore,https://gems.gevme.com/build-eco-xpo-bex-asia-2018-34800862,"BEX Asia continues to deliver Singapore businesses good opportunities and have established Singapore clearly as the leader for the region in the green built environment. Members participating in the event enjoys curated business matching sessions, networking events, knowledge share, as well as be inspired by new technologies & solutions to improve...",2019-03-24 12:15:06.915008
SID DIRECTORS CONFERENCE 2018,2018-09-07 00:00:00.000000,2018-09-07 00:00:00.000000,Singapore,https://gems.gevme.com/sid-directors-conference-2018-35511272,"SID’s flagship conference has grown to be a much-anticipated event for directors and corporate leaders to learn about and share the latest trends and thinking, to help their companies create value. This year’s Conference theme is ""Rebooting Globalisation and Governance in an Era of Disruption"".",2019-03-24 12:15:06.915008
